#selected relevant GO terms that are associated with min 15% of HGNC's, i.e. 30 genes																			
PRKACA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PRKCA	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRKCD	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PTEN	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0
PTPN11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PTPN6	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0
RAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0
REL	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0
RELA	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0
RELB	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0
RHEB	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RICTOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RND3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROCK1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RPS6KA1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
RPS6KA3	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA4	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RPS6KA5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RPS6KB1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KB2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPTOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFRP1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0
SHC1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SKI	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
SKP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0
SMAD2	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0
SMAD3	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0
SMAD4	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0
SMAD5	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0
SMAD6	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0
SMAD7	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0
SMURF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMURF2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOCS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOS1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
SRC	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1
SRF	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0
STAT1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0
STAT2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
STAT3	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0
SYK	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
TAB1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TAB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF7	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0
TCF7L1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
TCF7L2	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0
TGFB1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0
TGFBR1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0
TGFBR2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TIAM1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TP53	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0
TRAF6	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
TSC1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
TSC2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
VAV1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
